==16113== NVPROF is profiling process 16113, command: ./nn filelist_4 -r 5 -lat 30 -lng 90
==16113== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==16113== Profiling application: ./nn filelist_4 -r 5 -lat 30 -lng 90
==16113== Profiling result:
==16113== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_tex_write_throughput","L2 Throughput (Texture Writes)",48.782368GB/s,49.265064GB/s,49.065662GB/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_read_throughput","L2 Throughput (Reads)",98.431614GB/s,99.405582GB/s,99.003236GB/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_write_throughput","L2 Throughput (Writes)",48.900994GB/s,49.384863GB/s,49.184976GB/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"sysmem_write_throughput","System Memory Write Throughput",46.720113MB/s,47.182403MB/s,46.991138MB/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"gld_efficiency","Global Memory Load Efficiency",50.000000%,50.000000%,50.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"gst_efficiency","Global Memory Store Efficiency",99.990647%,99.990647%,99.990647%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"tex_cache_transactions","Unified Cache Transactions",10692,10692,10692
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_sp","Floating Point Operations(Single Precision)",513168,513168,513168
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",128292,128292,128292
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",128292,128292,128292
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",128292,128292,128292
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",42764,42764,42764
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed","Instructions Executed",52227,52227,52227
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_issued","Instructions Issued",54604,55804,55281
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"dram_utilization","Device Memory Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",9.448859%,9.610996%,9.558038%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",16.116901%,17.177772%,16.324552%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_memory_dependency","Issue Stall Reasons (Data Request)",35.255537%,35.554794%,35.435534%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_sync","Issue Stall Reasons (Synchronization)",0.000000%,0.000000%,0.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_other","Issue Stall Reasons (Other)",12.045405%,12.275782%,12.166979%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",21.912861%,22.408162%,22.266949%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.465543%,0.485338%,0.474222%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_fp_32","FP Instructions(Single)",427640,427640,427640
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_fp_64","FP Instructions(Double)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_integer","Integer Instructions",643168,643168,643168
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_bit_convert","Bit-Convert Instructions",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_control","Control-Flow Instructions",171300,171300,171300
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_compute_ld_st","Load/Store Instructions",128292,128292,128292
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_misc","Misc Instructions",257560,257560,257560
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"issue_slots","Issue Slots",51930,53130,52607
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"cf_issued","Issued Control-Flow Instructions",6692,6692,6692
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"cf_executed","Executed Control-Flow Instructions",6692,6692,6692
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"ldst_issued","Issued Load/Store Instructions",20070,20070,20070
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"ldst_executed","Executed Load/Store Instructions",8043,8043,8043
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"atomic_transactions","Atomic Transactions",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",10691,10691,10691
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",1.845396%,1.873009%,1.860884%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"stall_not_selected","Issue Stall Reasons (Not Selected)",1.848628%,1.946615%,1.912842%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_tex_write_transactions","L2 Transactions (Texture Writes)",5346,5346,5346
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_total_data_transmitted","NVLink Total Data Transmitted",576,576,576
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_total_data_received","NVLink Total Data Received",384,384,384
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_user_data_transmitted","NVLink User Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_user_data_received","NVLink User Data Received",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_overhead_data_transmitted","NVLink Overhead Data Transmitted",100.000000%,100.000000%,100.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_overhead_data_received","NVLink Overhead Data Received",100.000000%,100.000000%,100.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_total_nratom_data_transmitted","NVLink Total Nratom Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_user_nratom_data_transmitted","NVLink User Nratom Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_total_ratom_data_transmitted","NVLink Total Ratom Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_user_ratom_data_transmitted","NVLink User Ratom Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_total_write_data_transmitted","NVLink Total Write Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_user_write_data_transmitted","NVLink User Write Data Transmitted",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_transmit_throughput","NVLink Transmit Throughput",168.192408MB/s,169.856649MB/s,169.168859MB/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_receive_throughput","NVLink Receive Throughput",112.128272MB/s,113.237766MB/s,112.779141MB/s
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"nvlink_total_response_data_received","NVLink Total Response Data Received",0,0,0
