==7355== NVPROF is profiling process 7355, command: ./srad 100 0.5 502 458
==7355== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==7355== Profiling application: ./srad 100 0.5 502 458
==7355== Profiling result:
==7355== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg","Total"
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"thread_inst_executed",9430912,9430912,9430912,9430912
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"not_predicated_off_thread_inst_executed",8511248,8511248,8511248,8511248
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"global_load",7185,7185,7185,7185
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"global_store",7185,7185,7185,7185
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"generic_load",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"generic_store",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"inst_executed_in_trap",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"active_cycles_in_trap",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"local_store",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"local_load",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_load",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_store",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"inst_executed_shared_atom_cas",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_atom",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"global_atom_cas",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"atom_count",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"gred_count",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"divergent_branch",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"branch",14385,14385,14385,14385
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_ld_bank_conflict",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_st_bank_conflict",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_ld_transactions",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"shared_st_transactions",0,0,0,0
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"active_cycles",260620,260620,260620,260620
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"elapsed_cycles_sm",573940,573940,573940,573940
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"active_warps",12899723,12899723,12899723,12899723
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"active_cycles_pm",131863,131863,131863,131863
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"active_warps_pm",12733420,12733420,12733420,12733420
"Tesla P100-SXM2-16GB (0)","compress(long, float*)",1,"elapsed_cycles_pm",272377,272377,272377,272377
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"tex0_cache_sector_queries",1290,59122,29615,5923096
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"tex1_cache_sector_queries",0,58606,28970,5794104
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"tex0_cache_sector_misses",952,29390,15058,3011640
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"tex1_cache_sector_misses",0,29640,14607,2921560
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb_subp0_read_sectors",126,7199,3665,733080
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb_subp1_read_sectors",124,7201,3662,732529
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb_subp0_write_sectors",666,3296,1898,379780
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb_subp1_write_sectors",637,3177,1797,359539
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb1_subp0_read_sectors",110,7227,3662,732559
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb1_subp1_read_sectors",109,7216,3659,731943
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb1_subp0_write_sectors",651,3338,1895,379087
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"fb1_subp1_write_sectors",616,3244,1836,367380
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_write_sector_misses",1317,6634,3794,758887
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_write_sector_misses",1261,6651,3782,756594
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_read_sector_misses",238,14426,7328,1465639
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_read_sector_misses",235,14437,7324,1464825
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_read_tex_sector_queries",475,28744,14609,2921900
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_read_tex_sector_queries",475,28736,14605,2921100
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_write_tex_sector_queries",0,457,228,45700
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_write_tex_sector_queries",2,443,222,44500
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_read_tex_hit_sectors",241,14375,7308,1461630
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_read_tex_hit_sectors",235,14368,7301,1460325
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_write_tex_hit_sectors",0,457,228,45700
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_write_tex_hit_sectors",2,443,222,44500
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_total_read_sector_queries",483,28832,14651,2930396
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_total_read_sector_queries",483,28840,14649,2929956
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_total_write_sector_queries",8,472,239,47961
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_total_write_sector_queries",3,451,226,45347
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp0_read_sysmem_sector_queries",0,0,0,0
"Tesla P100-SXM2-16GB (0)","reduce(long, int, int, float*, float*)",200,"l2_subp1_read_sysmem_sector_queries",0,0,0,0
